RecipeID,recipies,RequiredTime,Ingredients,Description
232,"Nachni Ladoos, Ragi Ladoo, Recipe for Pregnancy",15,"For Nachni Ladoos
1 cup ragi flour
6 tbsp ghee
5 tbsp powdered sugar
1/4 tsp cardamom (elaichi) powder","nachni ladoos recipe | ragi ladoo | healthy recipe for pregnancy | ragi laddu |

nachni ladoos is a healthy dessert compared to sugar laden sweets available in the market. Learn how to make ragi ladoo.

ragi ladoo is made from simple ingredients ragi, ghee, powdered sugar and cardamom powder.

To make nachni ladoos, heat the ghee in a broad non-stick pan, add the ragi flour and cook on a slow flame for 4 to 5 minutes or till it turns golden brown in colour, while stirring continuously. Remove from the flame, add the sugar and mix well. Add the cardamom powder and mix well. Transfer the mixture into a greased plate, spread it evenly and keep aside to cool completely for 10 to 15 minutes. Refrigerate for 15 minutes and keep at room temperature for another 5 minutes. Scrape the ladoo mixture using a spoon, divide it into 12 equal portions and roll each portion into a round ball. Serve or store nachni ladoos in an air-tight container.

We are lucky because the Indian landscape makes available to us a wealth of healthy grains with immeasurable benefits. Most of these grains and their flours are so versatile that they can be used to make everything from khichdis to ladoos. Here is a delicious ragi ladoo that proves our point.

A nutrient-dense and irresistibly tasty treat laced with cardamom, these ladoos help build your iron and vitamin B complex reserves. When you feel like snacking, grab two of these power-packed ladoos to shoo away your hunger.

Compared to other sweets which are loaded with sugar and / or refined maida, this healthy recipe for pregnancy can be a wise pick. A mum-to-be can benefit from the calcium nachni has in bountiful amounts. Each ladoo provides 71.3 mg of calcium.

Ragi flour is also enriched with fiber as compared to maida. Fiber is a key nutrient to keep your digestive system healthy. But remember these ragi laddus also have some amount of sugar. Hence do not include them on a daily basis. Make them a part of your diet occasionally.

Tips for nachni ladoos. 1. Saute ragi flour only on slow flame, else it might burn quickly. 2. Add sugar only after removing from flame, else it might harden. 3. You can store them at room temperature in an air-tight container. They stay fresh for upto 10 days.

Enjoy nachni ladoos recipe | ragi ladoo | healthy recipe for pregnancy | ragi laddu | with recipe and video below."
233,Namkeen Shakarpara,50,"For Namkeen Shakarpara
1 1/2 cups plain flour (maida)
1/2 cup finely chopped fenugreek (methi) leaves
1 1/2 tsp chilli powder
1/4 tsp turmeric powder (haldi)
1/2 tsp asafoetida (hing)
1/4 cup curd (dahi)
2 tsp sesame seeds (til)
1 tbsp melted ghee
salt to taste
oil for deep-frying","namkeen shakarpara recipe | masala namkeen shakarpara Diwali snack | crispy namkeen shakarpara | methi shakarpara |

namkeen shakarpara is a popular jar snack from the land of Gujarat. Learn how to make crispy namkeen shakarpara.

Crispy namkeen shakarpara can be made sweet or savoury. Here is a tongue-tickling namkeen shakarpara, which is perked up with curds, sesame seeds, spice powders and fenugreek leaves. This large and thoughtful assortment of ingredients boosts the flavour of the shakarpara so much that it becomes difficult to stop munching on this delightful farsan.

Masala namkeen shakarpara Diwali snack is one of the most popular jar snacks, in households across the country. It is known by different names but is loved by all.

To make namkeen shakarpara, combine all the ingredients in a deep bowl, mix well and knead into a stiff dough using approx. 1 tbsp of water. Divide the dough into 5 equal portions. Roll out a portion of the dough into a 175 mm. (7"") diameter circle. Prick the surface with a fork at regular intervals. Cut into 25 mm. (1"") diamond shaped pieces. Heat the oil in a deep non-stick pan and deep-fry the namkeen shakarpara, on a slow flame till they turn golden brown in colour and crisp from both the sides. Drain on an absorbent paper. Repeat steps 3 to 6 to make more namkeen shakarpara in 4 more batches. Cool completely and store in an air-tight container.

Since methi shakarpara are easy to make, it is also made in large volumes, especially during festive occasions like Diwali, when it is served along with tea to friends and family who visit. It can be stored in air tight container for 15 days.

Tips for namkeen shakarpara. 1. You may not need water for kneading the dough as the recipe makes use of curd. 2. You do not require any flour for rolling, but if necessary a little oil can be used for rolling. 3. Do not roll them very thinly. 4. Cook the shakarpara on a slow flame so they cook uniformly from inside as well. 5. It is best to remove them from the oil slightly before they turn dark brown as they often tend to keep cooking after being removed from the oil. You will notice that they become slightly darker as they cool.

Enjoy namkeen shakarpara recipe | masala namkeen shakarpara Diwali snack | crispy namkeen shakarpara | methi shakarpara | with step by step photos and video below."
234,Narali Bhat-coconut Rice,30,"2 cups cooked rice
2 cups grated jaggery (gur)
5 to 6 cardamoms
4 tbsp butter
1 coconut , grated
chopped mixed nuts for garnishing",Sugar can be used in place of jaggery for coconut rice but jaggery makes this delicacy even more delicious!
235,"Nariyal ki Meethi Roti, Sweet Coconut Roti",50,"10 chapatis

For The Stuffing
2 tsp ghee
1 cup freshly grated coconut
3/4 cup powdered sugar
1/2 tsp cardamom (elaichi) powder
1/2 tsp nutmeg (jaiphal) powder

Other Ingredients
ghee for cooking","You will love the luxuriant texture of this coconut-stuffed sweeet treat ! Chapatis are stuffed with a delectably sweet mixture of roasted coconut delicately flavoured with nutmeg and cardamom.


This Nariyal ki Meethi Roti is quite satiating and can be served as a standalone snack, or as part of a meal. Your kids will love to sink their teeth into this Sweet Coconut Roti when they come home from school."
236,"Nariyal Vadi, Naralachi Vadi, Maharashtrian Coconut Mithai",20,"1 cup freshly grated coconut
1 cup sugar
1 tbsp ghee
2 tbsp chopped mixed nuts","A crunchy coconut treat with a sugary rush, this Nariyal Vadi is a Maharashtrian mithai that is worth trying in this festive season.

It is easy to make but tastes just awesome � the creamy crunch of coconut is combined with the charm of mixed nuts and the rich aroma of ghee to make an intoxicatingly sweet mithai.

Use soft, freshly-grated coconut and not refrigerated or frozen ones. That too, you must grate only the white portion of the coconut and not go up to the brown portion near the shell.

A handy and tasty treat that can be made for any festival, this Nariyal Vadi can be stored in an airtight container at room temperature for 4-5 days, ready to be relished by your family, friends and guests!

You can also try your hand at making other mithai like Anjeer Halwa or Kaju Kopra Sheera ."
237,Nutritious Thalipeeth,20,"For Nutritious Thalipeeth
3 tbsp bajra (black millet) flour
3 tbsp jowar (white millet) flour
3 tbsp whole wheat flour (gehun ka atta)
3 tbsp besan (bengal gram flour)
3/4 cup shredded cabbage
1/4 cup chopped onions
1/2 tsp finely chopped green chillies
1/2 tsp coriander-cumin seeds (dhania-jeera) powder
2 tbsp chopped coriander (dhania)
salt to taste
1 1/2 tsp oil for greasing and cooking","nutritious thalipeeth recipe | healthy multigrain thalipeeth | jowar bajra thalipeeth | thalipeeth for diabetes | With 17 amazing images.

nutritious thalipeeth is a nourishing breakfast idea which is made by a healthy combination of flours. Learn how to make thalipeeth for diabetes.

This jowar bajra thalipeeth is made of a combination of flours, vegetables and spice powders, which together make it a rich source of protein, iron, fiber and folic acid. The cabbage used in this recipe is a good source of vitamin C. While some amounts of vitamin C will be lost in cooking, you can benefit from the remaining. It will help boost your immunity.

To make nutritious thalipeeth, combine all the ingredients in a deep bowl and knead into a soft dough using enough water. Divide the dough into 6 equal portions and keep aside. Heat a non-stick tava (griddle) and grease it lightly using 1/8 tsp of oil. Wet your fingers, place a portion of the dough on a hot tava (griddle) and pat it with the help of fingers to make a 100 mm (4�) diameter circle. Cook on both the sides, using 1/8 tsp of oil, till it turns golden brown in colour from both the sides. Serve nutritious thalipeeth immediately.

Neither a roti nor a dosa, the Maharashtrian healthy and tasty multigrain thalipeeth is a wonderful satiating delicacy! Sumptuous and filling, this easy and quick snack is also an ideal choice to avoid fluctuations in blood sugar levels in between meals.

One nutritious thalipeeth is the suggested serving size for diabetes. Serve them with garlic chutney for an added flavour boost. Onions are known to be heart-friendly because of the presence of phytochemical in them. This thalipeeth for diabetes is also suitable for heart patients and healthy individuals.

Tips for nutritious thalipeeth. 1. Cabbage can be replaced with any other green veggie like chopped methi or spinach. 2. Patting the dough directly on the tava is a signature way of making thalipeeth. Ensure to pat it well from all sides, to get a uniform thalipeeth. 3. While the authentic thalipeeth is made with oodles of oil, this healthy version is made with minimal oil for greasing. So cook on a slow flame to ensure it is well cooked from inside.

Enjoy nutritious thalipeeth recipe | healthy multigrain thalipeeth | jowar bajra thalipeeth | thalipeeth for diabetes."
238,Onion and Raw Mango Chutney,10,"1 cup mangoes
1 cup chopped onions
2 tbsp roasted and crushed peanuts
1 tsp chilli powder
1 tsp coriander (dhania) powder
2 pinches fenugreek seeds (methi) powder
salt to taste
1 tsp sugar
a pinch turmeric powder (haldi)

For The Tempering
1 tbsp oil
1 tsp mustard seeds ( rai / sarson)
a pinch turmeric powder (haldi)
a pinch asafoetida (hing)",This is one of my favourite chutney. Tastes good with jowar roti and rice.
239,Onion Tomato Koshimbir,11,"For Onion Tomato Koshimbir
1/2 cup chopped onions
1 1/4 cups chopped tomatoes
2 tbsp finely chopped coriander (dhania)
salt to taste
1 1/2 tsp oil
1/2 tsp mustard seeds ( rai / sarson)
1/4 tsp asafoetida (hing)
1 1/2 tsp roughly chopped green chillies","onion tomato koshimbir recipe | healthy onion tomato salad | kanda tomato koshimbir | Maharashtrian tomato koshimbir |

onion tomato koshimbir is a simple side dish which can be served with any Indian meal of roti and sabzi. Learn how to make kanda tomato koshimbir.

To make onion tomato koshimbir, combine the onions, tomatoes, sugar, coriander and salt in a deep bowl and mix well. Keep aside. Heat the oil in a small non-stick pan and add the mustard seeds. When the seeds crackle, add the asafoetida, green chillies and saut� on a medium flame for a few seconds. Pour the tempering over the tomato-onion mixture and mix well. Serve immediately.

Easy to prepare, it just involves chopping the veggies and giving a phodni� them with traditional ingredients. The word �phodni� is a Maharashtrian word which in simple terms means tempering. Raw and juicy, it is quite refreshing, onion tomato salad is considered an essential accompaniment for a Maharashtrian meal.

Remember that the asafoetida, though used very mildly, play very important roles in improving the aroma and flavour of this dish, so forget to add it! You can also add a dash of lemon juice as well, to enhance the flavour of this Maharashtrian tomato koshimbir further.

This kanda tomato koshimbir is a weight-watchers delight. The onions are considered to be heart friendly because of the presence of antioxidant Quercetin in it. The tomatoes, on the other hand, are brimming with lycopene � another antioxidant. Both of them together help to reduce inflammation in the body and protect organs like heart, liver, kidney, skin etc.

With 1 g of fibre per serving, this healthy onion tomato salad is a good snack in between meals for women with PCOS and aiming weight loss. The fibre in it will also aid in weight loss. Moreover, you will not reach out for unhealthy snacks as this salad keeps you satiated.

Tips for onion tomato koshimbir. 1. While this recipe has chopped onions and tomatoes, you can also use thinly sliced veggies as a variation. 2. You can add � tsp of sugar to balance the tanginess of tomatoes if you wish to. 3. If you are carrying this salad to work, it would be advisable to carry salt in a small container and add it to the salad and toss it just before eating.

Enjoy onion tomato koshimbir recipe | healthy onion tomato salad | kanda tomato koshimbir | Maharashtrian tomato koshimbir | with recipe below."
240,"Oven Roasted Sweet Potatoes, Shakarkand Snack",22,"4 medium sweet potato (shakarkand) , unpeeled
1 1/2 tbsp olive oil
1 tsp dry red chilli flakes (paprika)
salt and freshly ground black pepper (kalimirch) to taste
1 tsp lemon juice","Sweet potatoes, which are naturally gifted with a pleasant taste and mouth-feel, are ideal to serve as a snack! While there are many ways to enjoy this yummy veggie, the Oven Roasted Sweet Potatoes are especially tasty and aromatic.

Here, the sweet potatoes are cut, laced with spices and roasted in the oven for a while till they obtain a perfect texture, which is both soft and crisp.

A squeeze of lemon boosts the taste of this snack to a great extent, making it truly irresistible. This snack is really easy to make, and is best enjoyed fresh out of the oven!

You can also try other baked snacks like the Baked Potato Salad or Baked Vada Pav ."
241,Palak Chana Dal,35,"3/4 cup chopped spinach (palak)
1/2 cup chana dal (split bengal gram) , soaked and drained
salt to taste
1/4 tsp turmeric powder (haldi)
1/2 tsp mustard seeds ( rai / sarson)
6 to 7 curry leaves (kadi patta)
1/4 tsp asafoetida (hing)
1 slit green chilli
1/2 cup finely chopped onions
1 tsp grated jaggery (gur)
1/4 tsp chilli powder","A maharashtrian delight, tweaked to boost the health value! while palak adds vitamin a to this dish, chana dal adds nutrients like calcium, iron, folic acid, zinc and fibre. Ensure that you do not overcook chana dal, as it should be separate and not mashed."
242,"Palak Pakoda Chaat, Palak Chaat",30,"For Palak Pakoda Chaat
25 fresh spinach (palak) leaves

To Be Mixed Into A Batter
1 cup besan (bengal gram flour) , sieved
1/2 tsp chilli powder
salt to taste

Other Ingredients
oil for deep-frying

For The Palak Pakoda Chaat Topping
2 tbsp meetha chutney
5 tbsp whisked curds (dahi)
2 tbsp teekha chutney
2 tbsp finely chopped onions
chaat masala for sprinkling
chilli powder for sprinkling
cumin seeds (jeera) powder for sprinkling","Palak Pakoda Chaat is a nice simple Indian chaat recipe made with deep fried spinach pakodas topped with curd, chutney and some chaat masala and Indian spices. The Palak Pakoda Chaat is made from spinach pakodas which use spinach leaves that are dipped in a batter of besan and then deep fried.

To the Palak Pakoda we put some meetha chutney and drizzle some whisked fresh curds over. Then sprinkle some teekha chutney, onions, chaat masala and red chilli powder to complete the Palak Pakoda Chaat.

For making the Palak Pakora Chaat, dry the palak patte with a clean kitchen towel. If there is any water content left, the batter won�t coat well and the hot oil might splutter while frying. I love to have this Palak Chaat as an evening tea snack.

With this post of Palak Pakora Chaat I would like you to look at our chaat recipe collection that is easy to prepare and are loved by all. An all-time favourite street food in India, chatpata chaats, loaded with crunchy savouries, juicy veggies, peppy chutneys and spices, are guaranteed to tickle your taste buds.

Enjoy how to make Palak Pakoda Chaat recipe with detailed step by step photos below."
243,"Palak Pakora, Palak Pakoda",35,"For Making Palak Pakora
1 1/2 cups finely chopped spinach (palak) , washed and drained
1/4 cup finely chopped onions
1 1/2 tsp finely chopped green chillies
1/2 tsp chilli powder
1/4 tsp asafoetida (hing)
1/4 tsp turmeric powder (haldi)
2 tbsp rice flour (chawal ka atta)
3/4 cup besan (bengal gram flour)
a pinch of baking soda
salt to taste
oil for deep-frying

For Serving With Palak Pakora
tomato ketchup
green chutney","This is an interesting pakoda that combines the vibrant colour of spinach and the exciting crunch of onions with a dash of spice powders for flavour.

We have combined the right amounts of besan and rice flour to give the Palak Pakora an awesome crunch. A must-try recipe, the Palak Pakora will add more fun to a cup of hot Masala Chai during the monsoon and winter evenings.

You can also try other interesting recipes like the Moong Dal Pakoda and Methi Pakoda.

Enjoy how to make Palak Pakora recipe with detailed step by step photos and video."
244,Panchamrut,20,"Ingredients For Panchamrut
1/2 cup roasted and coarsely crushed peanuts
1/2 cup roasted and coarsely powdered dry coconut
1/4 cup roasted sesame seeds (til) powder
1 tbsp oil
1 tsp mustard seeds ( rai / sarson)
10 to 12 curry leaves (kadi patta)
1/2 tsp fenugreek (methi) seeds
1/4 tsp asafoetida (hing)
1/4 tsp turmeric powder (haldi)
1/4 cup tamarind (imli) pulp
1 tsp chilli powder
1 tbsp raisins (kismis)
1 tbsp chopped cashewnuts (kaju)
1/2 cup chopped jaggery (gur)
1/2 tbsp goda masala
salt to taste","Panchamrut is a dish with a holy connotation, in the sense that it is offered to God during most pujas. Different regions and communities prepare different versions of panchamrut � some with milk products, some with fruits and honey, and so on.

Here is the spicy Maharashtrian version, which is part of the traditional puja thali, and also served as an accompaniment in a traditional Maharashtrian wedding lunch.

It is like a sweet and sour chutney, with varied ingredients ranging from jaggery to tamarind, crushed nuts and seeds, and dry fruits too. Spice powders like chilli powder and goda masala are used to give a spicy touch to the recipe.

Here is the authentic method of preparing this popular Maharashtrian accompaniment. We are sure you will love it. As a variant, you can also use chopped capsicum to lend the required spiciness, instead of chilli powder.

Panchamrut is served on special occassions like Ganesh Chaturthi and Gudi Padwa as an accompaniment to a typical Maharashtrian thali consisting of Maharashtrian Bhaji, Maharashtrian Rotis / Polis, Maharashtrian Dal, Varan / Amti / Kalvan, Maharashtrian Bhaat (Rice) and Maharashtrian Sweet Dishes

Enjoy how to make Panchamrut recipe with detailed step by step photos and video."
245,"Paneer Dosa, Paneer Chilli Dosa, Mumbai Street Food",45,"Paneer Dosa
2 cups dosa batter
4 tsp butter for cooking

For The Paneer Chilly Stuffing
1 cup chopped paneer (cottage cheese)
2 tbsp butter
1/2 cup finely chopped onions
1/4 cup finely chopped capsicum
1/2 cup shredded cabbage
1/2 cup finely chopped tomatoes
2 tbsp tomato ketchup
2 tsp chilli garlic sauce
1 tsp soy sauce
2 tsp chilli powder
1 tsp garam masala
salt to taste","paneer dosa | paneer chilli dosa | Indian breakfast paneer dosa | Mumbai street food | with 28 amazing images.

paneer dosa is a popular Indian breakfast paneer dosa recipe. You can think of paneer dosa as a Chinese counterpart for the popular Masala Dosa, just that the usual potato masala is replaced with a fiery paneer chilli stuffing.

The paneer chilli dosa stuffing has a spicy flavour and a wonderful texture, thanks to veggies like capsicum, cabbage, tomatoes, and more. It is important to use tomato ketchup in the paneer dosa stuffing because it balances the spiciness of the chillies.

Notes on paneer dosa. 1. Add cabbage. Make use of any vegetables of your choice like baby corn, purple cabbage, bell pepper, carrot to give a nice bite to the spicy paneer chilly stuffing. 2. Add the paneer. Replace cottage cheese with tofu to make it vegan. 3. You can buy readymade paneer from a local dairy or supermarket in fresh or frozen form. In case the frozen paneer is too hard, submerge it in hot water for 15-20 minutes and get a soft texture. 4.To prepare paneer chilly dosa, we are using readymade dosa batter. We will add a little salt and adjust the consistency by adding a little water, mix well and keep aside. If using batter stored in the fridge then bring it to room temperature and then make dosa. This is very important or else you won�t get brown crispy dosa.

You can also try other interesting dosa recipes like the Rava Dosa and Neer Dosa.

Learn to make paneer dosa | paneer chilli dosa | Indian breakfast paneer dosa | Mumbai street food | with step by step photos and video below."
246,"Panha, Aam Panna, Kairi Panha",25,"For Panha
2 medium raw mangoes
1/2 cup sugar
1/2 tsp cardamom (elaichi) powder
1/2 tsp black salt (sanchal)
a few saffron (kesar) strands","aam panna recipe | kairi panha | mango panna drink | cool summer drink for sunstroke | with step by step images.

aam panna is a refreshing drink which rejuvenates your spirits. Learn how to make mango panna drink.

A traditional summer cooler, kairi panha is a really snazzy way to fight sunstrokes. This peppy drink of raw mangoes sweetened with sugar and flavoured with aromatic spices like cardamom and saffron peps up your taste buds with its tingling, tangy taste.

Raw mangoes are by nature very cooling and when served in the form of a drink it also serves to hydrate the body. So, boost your energy and beat the heat with a glassful of chilled cool summer drink for sunstroke.

To make aam panna, combine the saffron with 1 tbsp of water in a bowl, mix well and keep aside. Combine the raw mangoes and 1� cups of water in a pressure cooker and pressure cook for 4 whistles. Allow it to cool completely. Once cooled, peel and remove the pulp in a bowl. Combine the pulp and sugar and blend it in a mixer till smooth. Add the saffron-water mixture, cardamom powder and black salt and mix well. Add 3 cups of chilled water and mix well. Pour equal quantities of the drink into 4 individual glasses. Serve aam panna immediately.

Mango panna drink is a pleasant surprise for guests. You can make a large batch of this concentrate and store it in the refrigerator to be served later. Making the concentrate is neither elaborate nor difficult. Do not miss out on adding the black salt, it balances the sugar very well.

Tips for aam panna. 1. For best results buy raw mangoes when they are in the beginning of the season and not towards the end of season. 2. Wash the raw mangoes thoroughly before pressure cooking. 3. Saffron is usually added in warm milk for mithai, but for this recipe we have used water. Prefer to use warm water for best colour and flavour.

Enjoy aam panna recipe | kairi panha | mango panna drink | cool summer drink for sunstroke | with step by step photos below."
247,"Pani Puri, Mumbai Roadside Pani Puri, Golgappa",30,"For Pani Puri
48 puris , readily available

For The Teekha Phudina Paani
1 1/4 cups mint leaves (pudina)
1/2 cup chopped coriander (dhania)
2 tbsp lemon juice
1 tbsp roughly chopped green chillies
1/2 tbsp roughly chopped ginger (adrak)
2 whole black peppercorns (kalimirch)
1 tsp black salt (sanchal)
1 1/2 tsp cumin seeds (jeera) powder
salt to taste

To Be Mixed Into A Mixed Sprouts Mixture For Pani Puri
1/2 cup parboiled mixed sprouts
1/4 cup boondi , soaked for 10 minutes and drained
1 cup boiled , peeled and mashed potatoes
1 tsp coriander-cumin seeds (dhania-jeera) powder
1 tsp chilli powder
1 tsp black salt (sanchal)
salt to taste

Other Ingredients
meetha chutney","Mumbai roadside pani puri | homemade pani puri | puchka | golgappa | with amazing 50 images

One of the most loved, very famous and tempting Mumbai street food that no one can resist to eat �pani puri�. Who doesn�t love Mumbai roadside pani puri? From kids to elderly people everyone loves eating the mouthwatering puchka. Pani translates to water and puri are puffed crispy dough balls which are hallow. The puri�s are made in different shapes and sizes across India. It is extremely famous in cosmopolitan cities like Mumbai, Delhi and Kolkata.

Pani Puri, have it spicy sweet or balanced � just the way you like it! it is a delight to watch the vendor skilfully punch a tiny hole in each puri thereafter adding the fillings and dipping it in the meetha chutney and teekha pani. Because of the hygiene and cleanliness issue, many people prefer making pani puri at home from scratch. The elements required for making homemade golgappa are - crispy puri, a stuffing of your choice (soaked boondi, boiled potatoes, chickpeas and moong or ragda) and pani (teekha phudina pani and sweet imli pani). There are many other versions of pani too like lehsun ka pani, jaljeera, hing jeera pani.The recipe can be modified as per your preference. If you are making a mixed sprouts stuffing for pani puri then you would require some pre-preparation of 2 days.

For our homemade pani puri, we have made everything at home from the scratch. We have started with making the puri first. To make super-crisp and perfect Puri for Pani Puri, right at home. The semolina and plain flour dough is made with chilled soda, which makes the small puris to puff up while frying. The amount of soda needed to make the dough will differ, depending on the quality of the semolina and flour, so be mindful when mixing. You will really relish the crisp texture of these puris. Once the dough is kneaded, divide it into equal portions, roll into a thin chapatti. Cut into circles using a cookie cutter and deep fry till they puff up.

To make golgappa, we have first made the teekha phudina pani, combine mint leaves (phudina), chopped coriander (dhania), lemon juice, green chillies, ginger (adrak), 2 whole black peppercorns (kalimirch), black salt (sanchal) and cumin seeds (jeera) powder in a mixer jar and blend it into a paste. Transfer the paste to a deep bowl and add 3 cups of chilled water, mix well and our teekha phudina pani is ready. You can keep it in the refrigerator and take it out when serving.

Further we have prepared mixed sprouts mixture for pani puri. Combine parboiled mixed sprouts, boondi (soaked for 10 minutes and drained), mashed potatoes, coriander-cumin seeds (dhania-jeera) powder, chilli powder and black salt (sanchal). Mix everything well. Our mixture is ready!! You can also use ragda as the filling.

To serve this mouthwatering snack pani puri you need to rack a small hole in the centre of each of the 6 puris and stuff each puri with a little mixed sprouts mixture. Top it with a little meetha chutney and dip the entire puri in the teekha phudina pani. Serve homemade pani puri immediately.

Make sure, you assemble Mumbai roadside pani puri only when you are eating it or else it will get soggy and the crispiness of the puri will be lost. Here�s a tip for the teekha phudina pani - if you have time in hand you can use room temperature water and refrigerate it for 3 to 4 hours. Chilling the pani for 3 to 4 hours enhances the flavours.

Once you are done don�t forget to have a free sip of teekha pani and a sukha puri to bring the delightful experience to a fitting end!

Also try out other popular Mumbai street food snacks like Kaanda Bhajji Pav, Ragda Pattice, Pav Bhaji and Jini Dosa.

Enjoy Mumbai roadside pani puri | homemade pani puri | puchka | golgappa | with step by step detailed recipe photos and videos."
248,Pav Bhaji ( Mumbai Roadside Recipes ),50,"For The Chilli-garlic Paste (makes Approx. 1/2 Cup)
5 to 6 whole dry kashmiri red chillies , deseeded
8 to 10 cloves (laung / lavang) , roughly chopped

For The Bhaji
2 tbsp butter
1 tbsp oil
1 tbsp cumin seeds (jeera)
3/4 cup finely chopped onions
1/2 cup finely chopped capsicum
1 1/2 cups finely chopped tomatoes
1 1/2 tbsp pav bhaji masala
2 tsp chilli powder
salt to taste
1/2 cup boiled and lightly mashed green peas
1 1/2 cups boiled , peeled and mashed potatoes
2 tbsp finely chopped coriander (dhania)

For The Pav
8 ladi pav
8 tsp butter for cooking
1 tsp pav bhaji masala

For Serving With Pav Bhaji
1 cup finely chopped onions
4 lemon wedges
4 roasted papad
4 tsp butter

For The Garnish
4 tbsp chopped coriander (dhania)","pav bhaji | mumbai roadside pav bhaji | pav bhaji without pressure cooker | with 35 amazing images.

mumbai roadside pav bhaji is so popular, that it's available all over Mumbai. Each small lane leading to the railways stations has its own pav bhaji seller on a cart with a large tava mounted on it. At any point, there is plenty of pav bhaji ready to serve on one side of the tava and on the other side is hot ladi pav with loads of butter being cooked.

Served on a steel plate with 2 slots for bread and onions, the boiling hot mumbai roadside pav bhaji is topped with loads of butter, chopped onions and a slice of lemon accompanied with ladi pav.

Making pav bhaji is lots of fun and you can make your own version. Pav bhaji is made from a bhajji which always has potatoes, tomatoes, onions, green peas as the main vegetables. The main spice used in pav bhaji is pav bhaji masala which lends a spicy flavour, rich colour and enticing aroma.

Pav Bhaji is more than a mere snack! it�s a quick meal that can be grabbed on the go � since large potions of the bhaji are made in advance and simply reheated with a few spices before serving.

You just need to wait till the pav is toasted to perfection with oodles of butter! Hmm, top with the raw onions and tomatoes, squeeze a tad of lemon atop the bhaji, and forget yourself!

Aside from pav bhaji, we have other variations like jain pav bhaji, khada pav bhaji, pressure cooker pav bhaji and pav bhaji made with doodhi.

You can also make this popular Mumbai Ladi Pav at home and cook up a variety of recipes using ladi pav like Vada Pav, Dabeli, Kaanda Bhajji Pav, Ladi Pav Bhaji Toasts and many more.

Enjoy how to make pav bhaji | mumbai roadside pav bhaji | pav bhaji without pressure cooker with detailed step by step photos and video below."
249,Phodanicha Bhat,20,"2 cups cooked rice
1 onion , chopped
4 to 5 curry leaves (kadi patta)
4 to 5 green chillies , chopped
1 tsp oil
a pinch of asafoetida (hing)
2 tsp turmeric powder (haldi)
2 tsp cumin seeds (jeera)
salt to taste","An irrestible main course recipe, phodanicha bhat(rice) is basically rice cooked with mint leaves,onion and tomato puree. The whole spices like cinnamon and cloves add aroma to the chawal dish and the mint leaves render a ciool minty flavour and greenish color to your dinner table."
250,"Phodshi Sabji, Maharashtrian Monsoon Leafy Vegetable",30,"3 cups chopped phodshi
1/4 cup soaked chana dal (split bengal gram)
2 tbsp oil
1 tsp cumin seeds (jeera)
1/2 tsp asafoetida (hing)
1/4 tsp turmeric powder (haldi)
2 tsp finely chopped garlic (lehsun)
1/2 cup chopped onions
1/2 tsp cumin seeds (jeera) powder
1/2 tsp coriander (dhania) powder
1 tsp chilli powder
1/2 tsp garam masala
salt to taste","Phodshi is an off-beat veggie, which is available in Maharashtra in the monsoon months. Soaked chana dal and an assortment of interesting masalas complement the taste of the phodshi, giving rise to a truly delicious subzi.

Phodshi being available only in the monsoon, don�t miss the opportunity to try this Phodshi Subzi right away, because you will love the taste as well as texture.

You can also try other recipes like Chawli Bhaji and Dhania ki Subzi ."
251,"Phulka Recipe, Indian Chapati Recipe",25,"For Phulka
1 cup whole wheat flour (gehun ka atta)
1/2 tsp salt
1 tsp oil

Other Ingredients For Phulka
ghee for serving","phulka recipe | whole wheat chapatis | Indian phulka | with amazing 16 pictures.

Phulkas also known as Chapatis, is the daily bread for millions of Indians. No meal is complete without Phulkas and we show you easy it is to make them.

Phulkas are Indian flatbreads made from whole wheat flour making them always healthy. Phulkas are called so because they swell up with steam while being cooked. They are cooked first on a dry hot tava, then held directly over a flame where they ""swell"" (""phulao"" in hindi) with steam to the point of bursting.

Procedure of making chapatti really easy and quick. Take whole wheat flour in a parat, add oil which will help making the chapatti soft, add salt and mix well. Further, add water and knead into a soft dough. The dough for phulka should be soft and not stiff as for puris. Also if the dough is very soft it will be sticky and you will be unable to roll. Keep the kneaded dough aside covered with a soft cloth or bowl for 15 to 20 minutes. Then divide and roll into a thin roti, cook on a tava and then open flame until it puffs up. Don�t cook on the open flame for too long or else the phulka will burn and become hard.

The phulka dough can be refrigerated for 2-3 days. The best way to refrigerate the dough is to lightly oil the dough and the bowl. The bowl you are storing the dough should be spacious and should be covered tightly to prevent it from drying.

See why we think phulka, chapatis are healthy ? Made from Whole wheat flour which is excellent for diabetics as they will not shoot up your blood sugar levels as they are a low GI food. Whole wheat flour is rich in Phosphorus which is a major mineral which works closely with calcium to build our bones.

Serve Phulkas hot with a dollop of ghee. Phulkas are light and are great to serve for lunch as well as dinner with a subzi or dal.

Enjoy phulka recipe | whole wheat chapatis | Indian phulka | Given below are detailed step by step photos"
252,Pineapple Sheera,17,"1/2 cup fresh pineapple pur�e
1/4 cup ghee
1/2 cup semolina (rava)
1/2 cup sugar

For The Garnish
2 tbsp almond (badam) slivers","There are many reasons people steer away from making sweets at home, the top two being the time taken to make these sweets and the risk of not getting it right! Here is a tongue-tickling dessert that overrides both fears. This exciting Pineapple Sheera sends your taste buds into a tizzy with its tangy flavour and rich consistency, while still being very easy to prepare and ready to be served within minutes!"
